State,Crime_Info,Value,Category,Crime,Metric,Year
Andhra Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,5420.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Arunachal Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,313.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Assam,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,4730.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Bihar,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,25671.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Chhattisgarh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,4109.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Goa,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,168.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Gujarat,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,6153.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Haryana,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,18322.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Himachal Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,225.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Jharkhand,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,4984.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Karnataka,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,9959.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Kerala,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,1329.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Madhya Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,16345.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Maharashtra,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,27868.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Manipur,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,736.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Meghalaya,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,170.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Mizoram,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,176.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Nagaland,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,279.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Odisha,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,4420.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Punjab,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,4345.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Rajasthan,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,22176.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Sikkim,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,1.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Tamil Nadu,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,6810.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Telangana,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,6046.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Tripura,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,152.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Uttar Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,23290.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Uttarakhand,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,963.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
West Bengal,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,2772.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
A&N Islands,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,1.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Chandigarh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,461.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
D&N Haveli and Daman & Diu,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,32.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Delhi,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,38158.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Jammu & Kashmir,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,1100.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Ladakh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,2.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Lakshadweep,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,1.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Puducherry,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__V,223.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,V,2021
Andhra Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,10.2,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Arunachal Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,20.4,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Assam,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,13.4,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Bihar,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,20.7,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Chhattisgarh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,13.8,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Goa,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,10.7,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Gujarat,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,8.8,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Haryana,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,61.9,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Himachal Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,3.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Jharkhand,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,12.9,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Karnataka,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,14.7,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Kerala,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,3.6,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Madhya Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,19.2,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Maharashtra,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,22.2,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Manipur,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,23.2,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Meghalaya,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,5.2,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Mizoram,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,14.4,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Nagaland,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,12.7,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Odisha,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,9.7,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Punjab,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,14.3,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Rajasthan,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,27.9,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Sikkim,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,0.1,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Tamil Nadu,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,8.8,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Telangana,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,16.0,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Tripura,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,3.7,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Uttar Pradesh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,9.9,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Uttarakhand,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,8.4,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
West Bengal,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,2.8,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
A&N Islands,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,0.2,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Chandigarh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,37.8,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
D&N Haveli and Daman & Diu,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,2.9,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Delhi,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,183.1,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Jammu & Kashmir,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,8.2,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Ladakh,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,0.7,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Lakshadweep,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,1.5,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Puducherry,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft__R,14.1,Offences against Property_Theft (Section 379 IPC)_A) Auto/Motor Vehicle Theft,,R,2021
Andhra Pradesh,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,6441.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Arunachal Pradesh,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,432.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Assam,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,12654.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Bihar,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,12671.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Chhattisgarh,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,3982.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Goa,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,398.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Gujarat,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,4521.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Haryana,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,8689.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Himachal Pradesh,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,250.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Jharkhand,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,4533.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Karnataka,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,7325.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Kerala,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,1826.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Madhya Pradesh,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,14195.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Maharashtra,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,39478.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Manipur,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,182.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Meghalaya,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,557.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Mizoram,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,906.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Nagaland,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,149.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Odisha,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,8604.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Punjab,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,4080.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Rajasthan,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,12698.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Sikkim,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,31.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Tamil Nadu,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,7556.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Telangana,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,7971.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Tripura,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,209.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Uttar Pradesh,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,17900.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
Uttarakhand,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,1232.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
West Bengal,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,6467.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
A&N Islands,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts__I,19.0,Offences against Property_Theft (Section 379 IPC)_B) Other Thefts,,I,2021
