State,Crime_Info,Value,Category,Crime,Metric,Year
Jammu & Kashmir,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__V,1177.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,V,2021
Ladakh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__V,10.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,V,2021
Lakshadweep,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__V,0.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,V,2021
Puducherry,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__V,59.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,V,2021
Andhra Pradesh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,5.8,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Arunachal Pradesh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,9.4,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Assam,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,13.1,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Bihar,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.2,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Chhattisgarh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,13.9,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Goa,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,6.7,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Gujarat,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.7,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Haryana,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,24.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Himachal Pradesh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.1,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Jharkhand,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,4.5,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Karnataka,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,6.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Kerala,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,4.3,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Madhya Pradesh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,9.5,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Maharashtra,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,9.1,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Manipur,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,1.6,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Meghalaya,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,1.5,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Mizoram,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,25.3,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Nagaland,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,2.3,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Odisha,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,10.7,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Punjab,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,8.6,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Rajasthan,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,7.1,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Sikkim,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.1,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Tamil Nadu,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,5.4,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Telangana,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,10.8,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Tripura,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.3,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Uttar Pradesh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,2.6,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Uttarakhand,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.9,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
West Bengal,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,0.1,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
A&N Islands,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,1.7,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Chandigarh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,4.8,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
D&N Haveli and Daman & Diu,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Delhi,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,9.5,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Jammu & Kashmir,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,8.7,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Ladakh,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.4,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Lakshadweep,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,0.0,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Puducherry,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night__R,3.7,Offences against Property_Burglary (Sec.454 to 460 r/w Sec.380 IPC)_B) Night,,R,2021
Andhra Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,308.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Arunachal Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,82.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Assam,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,1379.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Bihar,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,640.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Chhattisgarh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,78.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Goa,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,3.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Gujarat,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,274.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Haryana,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,361.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Himachal Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,8.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Jharkhand,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,487.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Karnataka,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,116.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Kerala,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,76.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Madhya Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,463.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Maharashtra,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,976.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Manipur,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,34.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Meghalaya,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,29.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Mizoram,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,10.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Nagaland,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,159.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Odisha,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,1067.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Punjab,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,141.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Rajasthan,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,981.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Sikkim,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Tamil Nadu,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,1657.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Telangana,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,421.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Tripura,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,31.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Uttar Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,808.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Uttarakhand,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,17.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
West Bengal,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,490.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
A&N Islands,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Chandigarh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
D&N Haveli and Daman & Diu,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Delhi,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,170.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Jammu & Kashmir,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,3.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Ladakh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,1.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Lakshadweep,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,0.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Puducherry,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___I,10.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,I,2021
Andhra Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,323.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Arunachal Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,83.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Assam,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,1444.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Bihar,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,650.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Chhattisgarh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,78.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Goa,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,3.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Gujarat,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,278.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Haryana,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,362.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Himachal Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,8.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Jharkhand,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,489.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Karnataka,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,117.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Kerala,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,76.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Madhya Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,465.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Maharashtra,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,995.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Manipur,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,34.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Meghalaya,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,29.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Mizoram,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,10.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Nagaland,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,160.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Odisha,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,1072.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Punjab,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,144.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Rajasthan,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,986.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Sikkim,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Tamil Nadu,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,1658.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Telangana,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,423.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Tripura,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,31.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Uttar Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,826.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Uttarakhand,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,17.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
West Bengal,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,491.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
A&N Islands,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Chandigarh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
D&N Haveli and Daman & Diu,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,2.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Delhi,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,172.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Jammu & Kashmir,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,4.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Ladakh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,1.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Lakshadweep,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,0.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Puducherry,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___V,10.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,V,2021
Andhra Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.6,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Arunachal Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,5.3,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Assam,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,3.9,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Bihar,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.5,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Chhattisgarh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.3,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Goa,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Gujarat,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.4,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Haryana,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,1.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Himachal Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.1,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Jharkhand,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,1.3,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Karnataka,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Kerala,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Madhya Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.5,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Maharashtra,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.8,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Manipur,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,1.1,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Meghalaya,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.9,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Mizoram,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.8,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Nagaland,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,7.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Odisha,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,2.3,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Punjab,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.5,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Rajasthan,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,1.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Sikkim,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.3,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Tamil Nadu,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,2.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Telangana,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,1.1,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Tripura,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.8,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Uttar Pradesh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.3,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Uttarakhand,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.1,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
West Bengal,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.5,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
A&N Islands,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.5,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Chandigarh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
D&N Haveli and Daman & Diu,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.2,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Delhi,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.8,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Jammu & Kashmir,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Ladakh,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.3,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Lakshadweep,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.0,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Puducherry,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)___R,0.6,Offences against Property_Extortion & Blackmailing (Sec.384 to 389 IPC)_,,R,2021
Andhra Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,259.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Arunachal Pradesh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,50.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Assam,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,1885.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Bihar,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,2422.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
Chhattisgarh,Offences against Property_Robbery  (Sec.392/394/397 IPC)___I,553.0,Offences against Property_Robbery  (Sec.392/394/397 IPC)_,,I,2021
